target,cell_line,assay_title,institute_name,string_biological_replicates,organism,term_id,title,accession,status,assay_term_name,replication_type,date_released,assembly,file_format,file_size,file_type,output_category,output_type,read_length,read_length_units,run_type,schema_version,encode_version,biological_replicates,technical_replicates,url
FOXA2,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF637NJN,released,ChIP-seq,isogenic,2020-07-09,GRCh38,bigWig,1646257359,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/01/3cb67f45-5ba2-49da-9506-5c759354bbf4/ENCFF637NJN.bigWig
FOXA2,HepG2,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001187,"Michael Snyder, Stanford",ENCFF348LLH,released,ChIP-seq,isogenic,2016-07-08,GRCh38,bigWig,2221593494,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2017/01/26/0d6df0d0-1812-46f6-a5fc-906687fd38c7/ENCFF348LLH.bigWig
FOXA3,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF531VJG,released,ChIP-seq,isogenic,2016-11-08,GRCh38,bigWig,993741722,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/11/07/988450c0-193f-4219-a247-ac4e45ed35de/ENCFF531VJG.bigWig
FOXA3,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF094SFJ,released,ChIP-seq,isogenic,2020-08-03,GRCh38,bigWig,1857006002,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/07/7ed62d1f-ab6d-44c1-9d57-0c552e67d869/ENCFF094SFJ.bigWig
FOXF2,A549,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001086,"Michael Snyder, Stanford",ENCFF495AQV,released,ChIP-seq,isogenic,2020-07-01,GRCh38,bigWig,1810208724,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/06/30/db893b0d-8f0b-4e38-aff7-ec892a93dbce/ENCFF495AQV.bigWig
FOXJ2,K562,TF ChIP-seq,University of Chicago,"[1, 2]",human,EFO:0002067,"Kevin White, UChicago",ENCFF388NFD,released,ChIP-seq,isogenic,2016-06-13,GRCh38,bigWig,646643160,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/19/984c5493-112c-402d-a81d-71b14334e617/ENCFF388NFD.bigWig
FOXJ3,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF871HCD,released,ChIP-seq,isogenic,2020-07-08,GRCh38,bigWig,1079408297,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/01/6275ef3f-0916-417e-bd21-0b498b6dfbcd/ENCFF871HCD.bigWig
FOXJ3,K562,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002067,"Richard Myers, HAIB",ENCFF918FGO,released,ChIP-seq,isogenic,2020-07-08,GRCh38,bigWig,1186272425,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/06/896835d1-2125-49f8-b368-ec917e88631c/ENCFF918FGO.bigWig
FOXK1,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF869HHT,released,ChIP-seq,isogenic,2020-07-09,GRCh38,bigWig,1444833377,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/06/30/08040ad6-3391-476f-8d67-3d0c31fe1cab/ENCFF869HHT.bigWig
FOXK2,GM12878,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002784,"Michael Snyder, Stanford",ENCFF626ILI,released,ChIP-seq,isogenic,2017-01-27,GRCh38,bigWig,4216637843,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/12/01/01b540d1-d36a-4bee-8976-b07e0aebc0d2/ENCFF626ILI.bigWig
FOXK2,HepG2,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001187,"Michael Snyder, Stanford",ENCFF193XGX,released,ChIP-seq,isogenic,2016-04-22,GRCh38,bigWig,2281663935,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/24/14095846-d3d4-4f6e-bd5b-4e03bea9f07a/ENCFF193XGX.bigWig
FOXK2,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF523BNY,released,ChIP-seq,isogenic,2016-04-22,GRCh38,bigWig,1894665941,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/24/b75b98b8-0451-4e38-9855-6dbbaa2ff530/ENCFF523BNY.bigWig
FOXK2,MCF-7,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001203,"Michael Snyder, Stanford",ENCFF725DVY,released,ChIP-seq,isogenic,2016-06-14,GRCh38,bigWig,2036723624,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/24/673f5ee4-87e7-4155-8457-cf2ccef0d20c/ENCFF725DVY.bigWig
FOXM1,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF665DQA,released,ChIP-seq,isogenic,2020-07-14,GRCh38,bigWig,956220374,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/09/deb0be36-6d5b-4f7f-bf44-d736534e6b7a/ENCFF665DQA.bigWig
FOXM1,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF742LMU,released,ChIP-seq,isogenic,2017-01-27,GRCh38,bigWig,1831443391,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/24/03ad136d-a734-43ca-825e-c32927c483db/ENCFF742LMU.bigWig
FOXO1,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF774JXC,released,ChIP-seq,isogenic,2020-07-09,GRCh38,bigWig,1783485300,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/02/8f4a7d28-7a72-443f-b38e-68f6a4b83b2c/ENCFF774JXC.bigWig
FOXO4,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF786KED,released,ChIP-seq,isogenic,2020-08-03,GRCh38,bigWig,1593622553,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/03/3c13ba8b-8fae-4f36-9a9b-d55863f44193/ENCFF786KED.bigWig
FOXP1,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF375LJC,released,ChIP-seq,isogenic,2018-02-10,GRCh38,bigWig,877585083,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2018/02/09/1431b118-09a8-4c0a-82b4-848c1c8317ac/ENCFF375LJC.bigWig
FOXP1,HepG2,TF ChIP-seq,Stanford University,"[3, 4]",human,EFO:0001187,"Michael Snyder, Stanford",ENCFF910ZUF,released,ChIP-seq,isogenic,2017-01-27,GRCh38,bigWig,2275989358,bigWig,signal,fold change over control,,,,26,3.0,"[3, 4]","['3_1', '4_1']",https://encode-public.s3.amazonaws.com/2016/10/24/4becf9de-a2eb-44db-8756-36faca14f54b/ENCFF910ZUF.bigWig
FOXP4,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF297RQV,released,ChIP-seq,isogenic,2020-07-08,GRCh38,bigWig,860559011,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/06/61a30e3d-1d01-422c-8f08-84aadd1681a4/ENCFF297RQV.bigWig
FOXS1,A549,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001086,"Michael Snyder, Stanford",ENCFF434ZMN,released,ChIP-seq,isogenic,2020-07-01,GRCh38,bigWig,1486652226,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/06/30/5377d850-c97b-44fc-b96d-9c39d0fe0e42/ENCFF434ZMN.bigWig
FUBP1,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF539FGK,released,ChIP-seq,isogenic,2020-08-28,GRCh38,bigWig,828580070,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/22/7be24150-b3d9-45af-a44b-e7c42dea5255/ENCFF539FGK.bigWig
FUBP3,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF456OBL,released,ChIP-seq,isogenic,2020-07-08,GRCh38,bigWig,789460003,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/01/84ec1422-cfcf-4724-bd87-7abcef476f5f/ENCFF456OBL.bigWig
FUS,HepG2,TF ChIP-seq,University of California at San Diego,"[1, 2]",human,EFO:0001187,"Xiang-Dong Fu, UCSD",ENCFF089NBN,released,ChIP-seq,isogenic,2017-02-27,GRCh38,bigWig,864264837,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2017/02/08/5b8290bc-d734-4966-917a-f3dd30bd9005/ENCFF089NBN.bigWig
FUS,K562,TF ChIP-seq,University of California at San Diego,"[1, 2]",human,EFO:0002067,"Xiang-Dong Fu, UCSD",ENCFF589BOI,released,ChIP-seq,isogenic,2017-02-27,GRCh38,bigWig,704285539,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2017/02/11/781c08e2-07f0-434c-99c0-44fb6437c119/ENCFF589BOI.bigWig
GABPA,GM12878,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002784,"Richard Myers, HAIB",ENCFF381QHK,released,ChIP-seq,isogenic,2014-06-30,GRCh38,bigWig,737207663,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/31/1254f40f-377c-465c-9f82-82997475890e/ENCFF381QHK.bigWig
GABPA,H1,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0003042,"Richard Myers, HAIB",ENCFF401DOJ,released,ChIP-seq,isogenic,2011-07-18,GRCh38,bigWig,577752723,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/16/379e0cd7-1fa7-415e-b341-b27457cf8cb6/ENCFF401DOJ.bigWig
GABPA,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF192BGD,released,ChIP-seq,isogenic,2016-10-31,GRCh38,bigWig,698131541,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/29/ea1afee4-262a-4297-ae87-5c8b22a3d35e/ENCFF192BGD.bigWig
GABPA,K562,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002067,"Richard Myers, HAIB",ENCFF908PGZ,released,ChIP-seq,isogenic,2011-07-18,GRCh38,bigWig,213398081,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/16/cfdf8694-f675-4834-bcfb-9c677ff150f2/ENCFF908PGZ.bigWig
GABPA,K562,TF ChIP-seq,University of Chicago,"[1, 2]",human,EFO:0002067,"Kevin White, UChicago",ENCFF477SSU,released,ChIP-seq,isogenic,2016-06-13,GRCh38,bigWig,869528038,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/19/26918d2a-6d81-4e6e-b344-e083b3da8ce2/ENCFF477SSU.bigWig
GABPA,MCF-7,TF ChIP-seq,University of Chicago,"[1, 2]",human,EFO:0001203,"Kevin White, UChicago",ENCFF367UUW,released,ChIP-seq,isogenic,2016-06-13,GRCh38,bigWig,829715914,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/19/162fc5ac-99d0-4218-8153-81dd3bdba426/ENCFF367UUW.bigWig
GABPB1,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF556AXQ,released,ChIP-seq,isogenic,2016-11-08,GRCh38,bigWig,787431378,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/11/07/eb6740b6-64d6-477f-982f-7b2af37d4db4/ENCFF556AXQ.bigWig
GABPB1,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF902BRN,released,ChIP-seq,isogenic,2018-01-26,GRCh38,bigWig,2034301936,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/24/b43e5ad2-8971-499e-a98b-fc0f79e7940b/ENCFF902BRN.bigWig
GATA1,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF932GTA,released,ChIP-seq,isogenic,2012-08-20,GRCh38,bigWig,559800856,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2017/07/20/c1abae4b-b4df-4b37-9cfd-160b5492402d/ENCFF932GTA.bigWig
GATA1,K562,TF ChIP-seq,University of Southern California,"[1, 2]",human,EFO:0002067,"Peggy Farnham, USC",ENCFF634GPP,released,ChIP-seq,isogenic,2011-10-29,GRCh38,bigWig,282560274,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/06/369788d9-3dd6-4f44-8234-98c1df3fc4f8/ENCFF634GPP.bigWig
GATA2,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF526QYQ,released,ChIP-seq,isogenic,2020-07-14,GRCh38,bigWig,964749632,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/09/2724d6f4-1635-4ddc-99c0-ad3381f33532/ENCFF526QYQ.bigWig
GATA2,K562,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002067,"Richard Myers, HAIB",ENCFF367AGS,released,ChIP-seq,isogenic,2020-07-08,GRCh38,bigWig,1165102955,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/01/111f8c33-a795-44ee-b046-081076ffaefb/ENCFF367AGS.bigWig
GATA2,K562,TF ChIP-seq,University of Chicago,"[1, 2]",human,EFO:0002067,"Kevin White, UChicago",ENCFF879COR,released,ChIP-seq,isogenic,2011-06-03,GRCh38,bigWig,892001569,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/11/15/309e72aa-def1-44cc-804d-53189e501670/ENCFF879COR.bigWig
GATA2,K562,TF ChIP-seq,University of Southern California,"[1, 2]",human,EFO:0002067,"Peggy Farnham, USC",ENCFF781FFF,released,ChIP-seq,isogenic,2011-10-29,GRCh38,bigWig,342830991,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2017/02/08/f740e84b-12a7-4373-a70b-76850c7b2403/ENCFF781FFF.bigWig
GATA3,MCF-7,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001203,"Michael Snyder, Stanford",ENCFF384CPN,released,ChIP-seq,isogenic,2016-10-26,GRCh38,bigWig,2427523404,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/12/04/0160daeb-861f-473b-a39b-aa90ec56d6ef/ENCFF384CPN.bigWig
GATA4,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF832BFI,released,ChIP-seq,isogenic,2016-03-31,GRCh38,bigWig,1102306453,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/24/2c6da403-7d8a-4f47-b16b-dc69376ad3fd/ENCFF832BFI.bigWig
GATAD1,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF308CRA,released,ChIP-seq,isogenic,2016-11-08,GRCh38,bigWig,1082174373,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/11/07/b57bafe4-f930-421e-b6ab-8c4ea7781f92/ENCFF308CRA.bigWig
GATAD2A,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF016LJK,released,ChIP-seq,isogenic,2016-11-08,GRCh38,bigWig,903293402,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/11/07/4d33f0f1-abc0-45cf-8c19-4b0293608ba2/ENCFF016LJK.bigWig
GATAD2A,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF759EVQ,released,ChIP-seq,isogenic,2017-09-28,GRCh38,bigWig,2147906732,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/11/28/04cd5a76-5a07-455c-90ab-d76974634d67/ENCFF759EVQ.bigWig
GATAD2B,GM12878,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002784,"Michael Snyder, Stanford",ENCFF056XZR,released,ChIP-seq,isogenic,2017-05-17,GRCh38,bigWig,1867240998,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/12/01/5227249b-3be6-4f27-b835-243f3b62987c/ENCFF056XZR.bigWig
GATAD2B,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF943WWP,released,ChIP-seq,isogenic,2017-05-17,GRCh38,bigWig,2577340234,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/12/03/3dec7777-c7c9-4046-b0a7-1f330260bb90/ENCFF943WWP.bigWig
GATAD2B,MCF-7,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001203,"Michael Snyder, Stanford",ENCFF240UZK,released,ChIP-seq,isogenic,2017-09-29,GRCh38,bigWig,2020432865,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/12/03/6c340c62-6be8-454b-8e6c-86fb75035652/ENCFF240UZK.bigWig
GFI1,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF032TRR,released,ChIP-seq,isogenic,2020-07-01,GRCh38,bigWig,947740149,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/01/9c483141-1990-45f2-8613-dd80539810d2/ENCFF032TRR.bigWig
GFI1B,HEK293,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001182,"Michael Snyder, Stanford",ENCFF128NOO,released,ChIP-seq,isogenic,2016-10-07,GRCh38,bigWig,4821643111,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/07/8cabfdea-4b4b-4dd5-a0ca-b6d48aecb072/ENCFF128NOO.bigWig
GLI2,HEK293,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001182,"Michael Snyder, Stanford",ENCFF475XTI,released,ChIP-seq,isogenic,2017-04-06,GRCh38,bigWig,4686329355,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/06/e90240a9-877a-48b5-aa2f-95f7659cc3bf/ENCFF475XTI.bigWig
GLI4,HEK293,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001182,"Michael Snyder, Stanford",ENCFF255UHV,released,ChIP-seq,isogenic,2016-10-07,GRCh38,bigWig,4749112720,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/04/82cd9106-1a50-492a-8625-b7e5d4e50409/ENCFF255UHV.bigWig
GLI4,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF848IQI,released,ChIP-seq,isogenic,2020-08-28,GRCh38,bigWig,885410119,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/22/b32d9ee2-3da1-4715-8546-f271f82853f4/ENCFF848IQI.bigWig
GLIS1,HEK293,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001182,"Michael Snyder, Stanford",ENCFF334BKW,released,ChIP-seq,isogenic,2016-10-07,GRCh38,bigWig,4159944699,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/05/bfe1e51b-ef22-4c4b-8614-55283001f68f/ENCFF334BKW.bigWig
GLIS2,HEK293,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001182,"Michael Snyder, Stanford",ENCFF652UZS,released,ChIP-seq,isogenic,2016-10-07,GRCh38,bigWig,4723351841,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/07/f3e31a37-9536-43a8-9419-8bc57fc20766/ENCFF652UZS.bigWig
GMEB1,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF693THW,released,ChIP-seq,isogenic,2020-08-28,GRCh38,bigWig,778721018,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/22/929d317a-26dc-4717-baa1-78bf7306f838/ENCFF693THW.bigWig
GMEB1,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF183TXN,released,ChIP-seq,isogenic,2018-01-26,GRCh38,bigWig,2516995450,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/12/03/3c7edc0e-2239-4170-84da-d2781c3c8988/ENCFF183TXN.bigWig
GMEB2,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF573WUB,released,ChIP-seq,isogenic,2016-11-08,GRCh38,bigWig,703726262,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/11/07/9e71f814-bd03-4b08-8c5d-7a4698042d8e/ENCFF573WUB.bigWig
GPBP1L1,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF737DAZ,released,ChIP-seq,isogenic,2020-06-30,GRCh38,bigWig,986806789,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/06/29/0fd8ef8a-7eb7-46ce-ab5e-d6252a85c681/ENCFF737DAZ.bigWig
GPN1,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF020TBH,released,ChIP-seq,isogenic,2020-08-28,GRCh38,bigWig,1330686253,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/08/21/dca8e2a7-7639-44b2-beea-c1100a7c5eab/ENCFF020TBH.bigWig
GTF2A2,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF362BXA,released,ChIP-seq,isogenic,2016-08-24,GRCh38,bigWig,2017503935,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/12/03/852a3c10-a11c-42ad-89d8-c76193ed2252/ENCFF362BXA.bigWig
GTF2B,K562,TF ChIP-seq,Harvard Medical School,"[1, 2]",human,EFO:0002067,"Kevin Struhl, HMS",ENCFF211EGL,released,ChIP-seq,isogenic,2011-10-29,GRCh38,bigWig,206607976,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2018/01/11/3ff99701-39b6-4e4e-95ad-9d7ddc968097/ENCFF211EGL.bigWig
GTF2E2,K562,TF ChIP-seq,University of Chicago,"[1, 2]",human,EFO:0002067,"Kevin White, UChicago",ENCFF600BXX,released,ChIP-seq,isogenic,2016-06-13,GRCh38,bigWig,828663877,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/19/92226777-7086-44d8-92b9-4910f6e5c3d1/ENCFF600BXX.bigWig
GTF2F1,H1,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0003042,"Michael Snyder, Stanford",ENCFF173BEC,released,ChIP-seq,isogenic,2012-05-14,GRCh38,bigWig,716773038,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/16/84c833bb-6e5a-48aa-bc56-c9c340cd3376/ENCFF173BEC.bigWig
